Abn,MemberNo
80310948583,W397
80316885452,U265
80317683950,413X
80323315798,66D7
80324119254,462Z
80325876678,0878
80332738874,K574
80332738955,G763
80334974647,1297
80334974647,1298
80337065894,24G3
80344057091,5487
80349956947,42D4
80353594684,450E
80355709562,M789
80355841560,6766
80356526771,9228
80361657138,2558
80363297642,Y468
80364416597,115P
80365251594,215S
80365588252,665W
80370156376,878V
80373980662,2310
80376687725,315V
80378125858,71H5
80380674572,641E
80388315961,304P
80388454179,32B0
80394833577,J176
80395009790,690X
80406183637,T425
80407307674,N871
80407954837,68B3
80413325300,Q575
80413707371,768D
80414774265,248P
80416214067,194K
80416297033,M753
80419951067,X665
80420506581,761Z
80422996569,06D7
80422996569,T960
80424230411,729P
80427158468,D308
80429911362,620C
80430046680,Z767
80433958041,792E
80438542867,H612
80443498140,178T
80447085775,X126
80448036267,183Z
80450675134,D233
80451661552,Y725
80455156167,Z170
80455791715,452V
80460117973,Q859
80461339270,W519
80461554276,6128
80465968242,958I
80465968242,959I
80467429552,215E
80475955493,6965
80482939027,U396
80483370778,Z470
80485316609,45B5
80489332325,E522
80489945527,689I
80493560881,R185
80496559058,883I
80497407134,868F
80498531943,V467
80499792762,555L
80499826415,P443
80500112323,9966
80505044143,977E
80505091959,Y729
80511378418,49F3
80512543620,015H
80514321299,949U
80521618325,J014
80521618325,I958
80522530952,W716
80523778131,T328
80527826089,7532
80530590981,546R
80531470404,Q579
80536118664,4240
80536765827,W119
80540377838,T279
80544924266,273B
80544924266,718B
80544924266,K776
80547330215,68E8
80554110552,274M
80558480081,T240
80560557801,839S
80560992701,964Z
80568067192,90J6
80568067192,047C
80570162851,C028
80570162851,C027
80576605451,4703
80577862981,77K7
80578440295,3974
80579077597,343D
80579540902,476P
80584542948,5929
80585770563,Y945
80592283762,K566
80593714708,R242
80593989930,X395
80594029134,H493
80596908754,0271
80597369676,54D9
80599850318,781Y
80599850318,G974
80601887872,F054
80603228903,N219
80606298420,893Z
80606298420,895Z
80606427442,H134
80610786408,Q877
80611708113,421M
80617631972,771Y
80619696441,218G
80623613973,581Z
80626529142,631W
80628818277,Y077
80629216592,79F3
80630837148,W643
80631055643,E917
80633247578,X165
80633758872,09C8
80641382295,T079
80642968103,065C
80645214648,54D2
80648126221,314D
80651363326,494C
80651363326,603C
80652491262,Y172
80652503757,Q796
80652913402,140V
80653790383,82F9
80654906563,G016
80655639208,3418
80656176805,446L
80656371853,7183
80657461546,W942
80658236392,38B8
80659952642,16H1
80663109217,721Q
80664492071,S080
80668470753,1170
80668990217,G482
80671414147,675F
80675297384,976G
80678364223,H187
80679227391,E201
80679267691,747S
80679530461,333R
80681856764,3786
80685664024,M878
80686404385,261R
80687583605,336Q
80688270587,16B9
80693197704,K876
80694696102,T631
80696932738,L113
80696932738,L114
80696932819,L873
80696983180,12E3
80702061253,850X
80702742760,977N
80703182449,S560
80706057474,M373
80708541755,047U
80710665758,J616
80719807214,87C8
80720246282,314N
80723733019,98J8
80723733019,Q181
80723733019,Q182
80724066302,G188
80725812624,G590
80725837372,V031
80726004167,34C8
80727437883,2171
80727437964,936V
80729347232,138J
80736490735,605M
80737872282,229P
80738382279,Q993
80738516383,353J
80738808480,27H2
80741036098,035P
80742992940,Y427
80750248158,W167
80752319631,H286
80753988620,T374
80754321017,S438
80756892632,I856
80758507955,G478
80758507955,G491
80760757282,496F
80765859364,X202
80767929319,921V
80767929319,076N
80768711849,R797
80769530533,482K
80770861497,66C6
80770861497,8737
80771015522,N232
80775119667,W947
80778426309,P111
80781987404,236J
80784376132,I824
80788154166,3763
80803507926,06E9
80807675204,883U
80809602507,283X
80810375560,21J7
80814921485,58D0
80815673694,7725
80817169813,K329
80817404832,815E
80817672337,10C6
80819704271,G517
80822426254,129K
80822622549,Y432
80824198976,J197
80827997218,888Z
80829805743,F826
80831824614,K771
80832392311,D495
80832647860,M325
80838170813,Q289
80838868115,677F
80839207758,479T
80839226081,430Y
80843236768,378G
80844578668,622G
80846743766,U650
80847170836,3190
80852051518,198L
80853815379,95C9
80855188551,T016
80860860304,35J9
80867402304,880E
80867655385,670H
80871769942,X033
80872477240,9297
80872607072,0434
80873030902,M280
80873800332,R175
80876756027,L932
80876756027,420R
80879921680,580T
80882794253,D588
80885611714,S809
80887825886,5805
80889626808,596J
80890632083,806N
80898246105,X802
80899623391,8740
80900233984,H205
80903430952,844S
80903443221,62E6
80904509866,687Y
80908395944,048Y
80910875219,3910
80911875710,G602
80912864786,I480
80915042739,C013
80915330257,6086
80916326195,159G
80916900950,731I
80920320818,531Y
80925195495,026M
80926174979,261Y
80926364342,R585
80929307509,Q276
80929307509,Q275
80929307509,338Q
80929307509,339Q
80929699727,K045
80935487253,P028
80935917250,Y136
80936139292,U518
80936474788,D485
80937335306,5847
80939723116,48D9
80941953549,187W
80942531445,010Z
80946534924,501D
80947058945,177Z
80950942609,678B
80951438879,K747
80952152431,77J1
80952622986,032H
80952980256,89G5
80955066076,K805
80955694528,69J3
80956616152,T617
80960175961,677J
80961228108,9362
80963399702,V138
80963647308,H829
80966883717,525E
80968323438,X178
80969810398,Z016
80975988371,72E2
80985120446,642C
80986290496,030R
80986794937,R260
80989103562,G446
80990831588,J372
80994869746,6565
80997853673,785A
80998548766,409B
81 096 869 304,1402
81 239 750 302,1374
81 365 002 718,2785
81 379 024 213,1348
81 691 820 174,1722
81 957 967 765,1369
81000015832,T332
81000110154,893G
81000198541,515W
81000223192,R766
81000320392,F250
81000320392,F251
81000320392,C347
81000320392,0588
81000320392,B448
81000320392,915B
81000320392,916B
81000320392,917B
81000320392,918B
81000320392,919B
81000320392,926B
81000320392,928B
81001014562,W331
81001125980,912L
81003272928,E926
81003521971,073L
81004327598,H049
81004707741,921R
81005244323,960L
81005249712,N288
81005574149,738N
81006535182,254C
81006778641,85H5
81007662713,2075
81007769271,060L
81007930887,782S
81008702369,9503
81010883262,Q959
81011512448,V318
81014388968,549Q
81015832038,973Q
81018818530,448H
81025547739,839A
81029912565,1336
81030014841,S858
81031927672,D437
81032799437,Y998
81034937805,749M
81037472830,V524
81038676533,906D
81040164297,J316
81043320204,300X
81044509564,L273
81044509564,L272
81045763293,821A
81045763293,822A
81048609309,086Q
81048868612,40G5
81049119690,764E
81052304961,427X
81052371025,P876
81052406648,311Y
81055456725,259J
81059546539,G464
81060171988,9432
81062354593,496H
81062792198,Y719
81066844364,I617
81074227249,102E
81074227249,103E
81075810454,917H
81075846105,103Y
81076044209,276Q
81076105332,Z190
81079264305,F706
81081832723,645D
81087059502,481S
81089533771,3194
81091097648,85E3
81091901833,705L
81092312816,48K7
81093391952,37H1
81094766727,707U
81095157914,844J
81096869304,C502
81096869304,0937
81100020862,197T
81100742496,N004
81101326107,902P
81102945059,G999
81104035681,3896
81105302813,351H
81107454907,Y674
81109407623,2319
81109832948,V779
81112159862,33G3
81114167302,5836
81118060130,1379
81118328121,226P
81118448918,F289
81122781523,F347
81124755049,651E
81125207909,J175
81125207909,K390
81126182723,63F1
81127204559,Z002
81127422897,927I
81129493814,959Y
81129755363,C051
81132636722,L920
81132905787,F430
81132939688,G979
81136032523,L772
81136032523,S101
81139295818,9608
81141785715,M427
81142479787,A771
81142621225,168E
81144218782,190R
81144218782,191R
81145038551,R978
81145368070,X423
81147811354,819W
81147811354,960W
81147811354,961W
81147960275,K697
81148000499,F741
81148157288,B750
81148231198,791G
81148264225,118V
81149563314,Y027
81150915425,625K
81152365131,R971
81155913217,026S
81157505353,S090
81159084653,281W
81164720752,3949
81165532679,428J
81165758893,11H5
81167045533,K751
81169515315,785Z
81169581373,083I
81170445448,1555
81170567364,9235
81171674099,05E2
81175489739,435P
81175615009,814T
81175829583,630P
81176071502,E170
81177540778,S450
81180334657,1611
81180674992,004Q
81182543295,J300
81182797478,295D
81184391564,830P
81191767791,147B
81192244746,E162
81199174043,388J
81200451795,464L
81201485285,65E7
81202196659,009D
81203553200,3980
81203791479,U141
81204098923,48F2
81208792765,G381
81210829910,721E
81212903706,V522
81213616218,Y594
81216312514,X599
81216434381,X626
81220819834,Z913
81221475772,420L
81224161365,7110
81224952497,U472
81226013899,71H9
81226013899,72H3
81227462542,890L
81230459676,786D
81233811392,9799
81235794277,633X
81237501153,6197
81242421438,21J0
81245626338,P808
81247795103,320H
81249728411,9127
81252397128,T100
81254006058,W795
81255224228,Z944
81255471980,6346
81256826138,58C1
81257463446,934I
81264060211,012M
81266975799,741D
81269225488,7525
81270260631,595I
81270865431,549X
81274013668,181Y
81275607446,987F
81275623597,578P
81277088509,D990
81280838183,84D5
81282302447,D337
81282473573,269O
81288582615,590U
81289216915,N475
81289536520,C089
81289975129,G542
81289975129,G541
81291357815,1961
81291431563,801Q
81292986342,E616
81293812407,8021
81295462776,H935
81297482571,Y575
81299395721,E897
81299395721,E513
813 702 755 69,0820
81300616860,99H0
81301088668,Y568
81301464331,4937
81301679056,I677
81301911596,Z964
81305387490,85D6
81306461070,X201
81308510839,365F
81309023780,84G5
81315326471,276J
81320428196,529P
81323349547,618N
81323827383,697N
81323841931,J321
81331346683,24G8
81332241528,66B9
81332826451,962T
81334789491,554D
81336484616,2188
81339498842,73J0
81345324864,97G8
81352845725,258G
81355358345,48H7
81359381739,82E8
81359381739,4596
81361350315,220I
81361587245,2553
81364195332,218J
81364207601,770Y
81369467401,B140
81370870736,Q241
81373049960,849Z
81383303513,D479
81385650687,S100
81385722713,5659
81394633523,265S
81395131630,914F
81396639126,0670
81400658270,N477
81401970146,764D
81403218232,5616
81404421212,40B2
81405859398,D315
81410155946,79H4
81410892712,6301
81411212403,F792
81412664830,J552
81414548080,675P
81418296187,9930
81418835982,915H
81424070785,E151
81427938244,J937
81429564805,1032
81431407652,122E
81434338518,N492
81434412379,I304
81435989180,K012
81436880482,091K
81440284005,14K5
81440905755,Y331
81442463547,F657
81442938218,105F
81445595515,716K
81451140902,053C
81454901481,3619
81456003880,54K6
81461017332,D489
81462489717,130F
81465297145,K160
81466963132,347W
81467626089,212X
81472060640,109E
81472161355,N197
81476781368,S098
81479189833,U876
81479526232,65D1
81480478796,T775
81481093722,84H1
81482991638,I337
81483691900,53G9
81483793182,2572
81484959738,L020
81491236655,32F9
81494388419,854B
81497591688,X547
81500138733,7025
81500449654,D944
81501021946,M704
81508227091,R555
81511432239,R060
81512343581,96E6
81512727483,80F9
81513373976,J804
81514531099,699B
81516400240,71F5
81517616654,Q101
81520487526,326V
81523805335,J961
81524273515,T368
81525989435,M708
81530196753,A494
81531761155,309Y
81531761155,926X
81539078312,Y235
81542497019,0666
81544035701,G327
81545841682,812L
81548507716,687K
81554664413,398T
81556458070,B602
81557919970,Y398
81560128926,51J7
81560300814,234E
81560730125,947Z
81562954066,Q675
81565381604,65H9
81566278916,P910
81567062985,2622
81567924237,7657
81568077651,M277
81573972232,5963
81574427554,196O
81577370911,785M
81577464417,404P
81578089780,4366
81579882532,663Y
81581405774,826W
81581922614,7277
81588151994,532E
81590443349,760T
81594163172,93C1
81594169565,649L
81594413688,I779
81599840932,V395
81600235342,P398
81602693049,955B
81605179922,12B5
81605963883,Q107
81606184149,U034
81607910187,A938
81608290501,266I
81612808054,E387
81614060497,165C
81615741674,7515
81617949658,02J6
81624633822,727Z
81624890748,574N
81628162263,W649
81630197166,H309
81632395549,P562
81638486140,659P
81639225885,382G
81639605257,992G
81639719267,X295
81639761549,179S
81639761549,108G
81641310485,S522
81645528657,256J
81646624361,628Q
81646624361,1000
81648694451,557X
81649278207,4358
81649457104,5434
81652706267,72J3
81656172835,G014
81658518331,806S
81659668860,9927
81661731174,696F
81662050190,327C
81662880780,690R
81663145240,513D
81663472717,W650
81670772162,655L
81671764860,D780
81673626035,161I
81673702661,582S
81676479346,7956
81678107117,745C
81678898546,370G
81688313808,228G
81690959603,592J
81691541421,255L
81693063637,15F9
81697242163,136Y
81699463674,3990
81704962942,0178
81705431603,Q302
81709707404,3971
81719409292,R267
81-724-369-,831H
81731700470,490Q
81733166596,857X
81735379009,V404
81736839239,U411
81737122540,5170
81737261660,3704
81741502717,855H
81741946165,H671
81743235480,92H4
81750273813,W545
81754262912,B737
81754845539,5829
81757151728,998N
81758080069,614X
81763070468,Z296
81764701689,I565
81765536373,W246
81766035371,152U
81766175512,3287
81768064577,V817
81772515646,24J7
81774638791,267M
81776073582,381B
81781606276,93J7
81781606276,D950
81783740281,Q946
81784275188,E479
81785899352,8549
81786908844,456Q
81787232385,1959
81792575804,543L
81801326098,4201
81801369860,V453
81802053414,931F
81802857841,868U
81804726338,D647
81807769012,L384
81810353900,24K4
81811753736,509F
81813155155,H972
81813155155,G748
81813504346,Y818
81818484291,015V
81820672452,23K0
81824672405,823C
81826498058,Y621
81830286568,F485
81831826811,361U
81832325841,454H
81832980780,398J
81834079485,34G6
81838401824,Z729
81846456507,01K8
81848681507,61E0
81849273512,G432
81853109307,96E7
81853250198,97F8
81859557550,5902
81861360812,551C
81863483404,161N
81867954302,895J
81872101895,M136
81872128749,525B
81873959625,251K
81880532273,P405
81884203355,W124
81884211293,503S
81884852025,T904
81892269826,923E
81893430611,N559
81908811317,482S
81911353188,480M
81913036061,M085
81913346334,S709
81913592310,683X
81914675922,G076
81916365409,V001
81917120691,595Y
81924339422,477V
81926077115,L141
81926439601,075T
81927243434,889D
81928240625,D582
81928527101,N180
81931975141,812D
81938708584,390K
81939337954,587E
81941209411,902L
81941618423,204T
81949052501,81C7
81951365185,W614
81957480400,841P
81960297471,6407
81970318537,914Y
81970684760,B251
81970684841,641Q
81971135665,889J
81972066884,N148
81972118212,2545
81977698971,5943
81980075970,B334
81985001230,X770
81985845104,034L
81987038449,636F
81990312351,K145
81993887426,J279
81994394394,74G1
81994840802,388Y
82 065 183 253,0873
82 170 527 592,0A59
82 648 479 459,0A68
82 648 479 459,0A69
82000202568,1878
82000438737,3309
82000857518,I754
82001648451,1133
82001908461,5398
82002025452,W585
82002140553,767Q
82002247467,I984
82002470153,774H
82003230165,2052
82003357551,A806
82003357551,102I
82003742544,238Y
82004593460,X184
82004815178,0594
82006252928,257K
82007661092,H815
82007736870,N097
82008666377,6034
82011373025,732M
82012277659,Q918
82012309304,398B
82013036635,J256
82015182110,U869
82015916077,329H
82021597255,G170
82022135220,2224
82028642759,H367
82030440150,X717
82031407900,275T
82032092576,M139
82033050407,1260
82034755441,769W
82041450523,7254
82047796527,U149
82048281339,Y214
82048281339,0955
82048906201,7967
82050259834,P204
82057131275,5854
82057817011,C129
82059738163,653X
82059738163,654X
82068020299,D234
82069746890,7561
82072111534,197N
82072624804,070J
82073167423,82H3
82073385793,0796
82074464924,U985
82074570840,T625
82074862312,N078
82075393265,4261
82075393265,Y752
82076400943,K073
82079816006,X183
82083298104,06K6
82084195503,F129
82085387687,348Q
82085693349,572P
82088429399,I301
82089140634,993A
82089364043,239F
82089416919,C046
82089457786,791L
82090462543,64G3
82092497641,P123
82093043900,948H
82093843893,5110
82094272551,4022
82094515745,Y294
82098341872,U821
82102039516,W349
82102603050,I978
82104500183,1946
82106674676,S398
82106918341,E802
82107711838,P086
82107773053,175N
82110646538,099E
82110646538,042E
82110646538,B976
82110668856,B918
82110913838,B971
82111241813,238F
82112082139,192X
82112183481,G458
82113531758,G774
82113531758,G716
82115118548,P208
82120506139,3096
82122505441,606W
82123153635,1121
82123314889,X872
82124612910,E537
82124660327,835Q
82125665256,5875
82125718667,335Q
82125718667,334Q
82125934063,Y731
82125997572,V951
82126508920,588Q
82127147059,F720
